,Reviews,Summary
50,"[[ 0.05799645 -0.03484375  0.16709062 ... -0.07759158 -0.07455821
  -0.01460913]
 [ 0.19202538  0.03253525  0.11098105 ...  0.4352388   0.3519405
  -0.013787  ]
 [ 0.06548665 -0.09669499  0.24935237 ...  0.06747892  0.51331407
  -0.03321111]
 [ 0.07239469  0.23334208 -0.07387863 ...  0.04060216  0.16918792
   0.24944358]
 [ 0.04767514  0.04332656  0.1276009  ...  0.00414364  0.21753684
   0.12229562]]","Телевизор с хорошим изображением и звуком, но со слабым пультом и проблемами с изображением в темноте."
51,"[[ 5.75559549e-02 -2.63165608e-02  1.83734387e-01 ...  7.59610459e-02
   1.79197490e-01  2.46541917e-01]
 [ 6.29288703e-02  1.37324378e-01  1.00134492e-01 ...  1.45430431e-01
   2.20665202e-01  6.82502836e-02]
 [-4.12110910e-02 -9.27262232e-02  4.41477709e-02 ...  2.11553648e-01
   3.08886379e-01  1.06694445e-01]
 [-1.21661104e-01 -3.21213417e-02 -1.34641305e-04 ... -9.69948545e-02
   5.83415508e-01 -4.01962884e-02]
 [ 4.33342867e-02 -8.00040215e-02 -1.50982723e-01 ...  1.78755820e-01
   2.98414707e-01 -1.63443654e-03]]","Робот-пылесос качественно убирает, но слишком громкий, часто теряет связь и не всегда справляется с коврами."
52,"[[ 0.0737252   0.09469508  0.06599547 ... -0.30638972  0.35808226
   0.0050752 ]
 [ 0.07326302  0.0523542   0.07817285 ... -0.1783269   0.35429156
   0.10248873]
 [ 0.03105112  0.19594315  0.10842905 ... -0.0223272   0.15250023
   0.2015805 ]
 [-0.04806381  0.07712867  0.07998756 ... -0.01314396  0.41688037
   0.0397142 ]
 [-0.23360045  0.0916311   0.03702508 ... -0.08291322 -0.24575819
   0.14409333]]","Джинсы с хорошим качеством, но размер не совпадает, ткань не тянется и выцветает после стирки."
53,"[[-0.16144295  0.09611875 -0.2419708  ... -0.013191    0.09888364
   0.31768075]
 [-0.18566051  0.08046904  0.12965074 ... -0.27507493  0.21906313
   0.14656878]
 [-0.09691498  0.19906536 -0.0037334  ... -0.27602482  0.36784765
  -0.05841561]
 [ 0.03810939 -0.04225074  0.16734761 ... -0.02761633  0.3446094
   0.04611125]
 [-0.04001967  0.07927793  0.03028299 ...  0.02162124  0.2775023
   0.08074613]]","Часы стильные и долговечные, но кнопка заедает, а ремешок быстро изнашивается."
54,"[[ 0.09697876  0.20456564 -0.03762527 ... -0.04794869  0.11169707
  -0.0067452 ]
 [ 0.05565512  0.30570692  0.02750998 ... -0.14509532  0.10079356
  -0.0009531 ]
 [-0.03338299  0.00253527  0.0470894  ... -0.33442953  0.5736518
   0.14115264]
 [ 0.20783904  0.16167901 -0.04943495 ... -0.37612492  0.12025978
   0.2279443 ]
 [ 0.04274294  0.18919855  0.05486498 ... -0.04114505  0.03231982
   0.20204835]]","Рюкзак удобный и вместительный, но лямки быстро теряются в форме и нет кармана для ноутбука."
55,"[[-0.19510855  0.14119618  0.07837915 ... -0.10663483  0.17338648
   0.10735799]
 [ 0.24419738  0.05475909 -0.11612296 ... -0.01830262 -0.0322003
   0.01340799]
 [-0.2796455   0.6126857  -0.07783318 ... -0.30796835  0.08917975
  -0.15670775]
 [ 0.11941632  0.08677021 -0.07228412 ... -0.19684225 -0.23435286
   0.01696127]
 [ 0.1816228  -0.29739353 -0.01894541 ...  0.17515863  0.33399644
   0.16931586]]","Смартфон быстрый и с хорошей камерой, но экран царапается, аккумулятор заряжается долго."
56,"[[-0.03235202  0.42536432  0.03686196 ...  0.03624696 -0.13512604
   0.15197803]
 [-0.14961922  0.11751281  0.28862816 ... -0.11516106  0.45389286
   0.43658522]
 [-0.02437648  0.28969127  0.14642815 ... -0.10256966  0.05601163
   0.01336443]
 [-0.11502352  0.42387018  0.13396372 ...  0.12850536  0.20459469
   0.0353801 ]
 [ 0.17165597  0.10089859  0.16762744 ...  0.03266611  0.1283106
   0.0780702 ]]","Лампочка яркая и долговечная, но нагревается, и не хватает регулировки яркости."
57,"[[ 0.08901674  0.23942144  0.00566185 ...  0.23496768  0.24597216
  -0.08277515]
 [-0.05098031  0.11800338  0.15187405 ...  0.01367128  0.26288036
   0.23465502]
 [-0.05041886  0.28405488  0.04031205 ...  0.11945996  0.04020793
   0.08746324]
 [-0.17331062  0.19154166  0.19317278 ... -0.3638294   0.18571691
   0.25798476]
 [ 0.12789546  0.13849995 -0.09218971 ... -0.17398445  0.2532557
   0.14096664]]","Печка мощная и удобная для больших семей, но неудобные переключатели и запах пластика."
58,"[[ 0.29683432 -0.04446235 -0.15244094 ...  0.16057007  0.0243017
   0.326031  ]
 [-0.07360342  0.7358846  -0.06576807 ... -0.520022    0.17359425
  -0.08096964]
 [-0.1376108  -0.14029954  0.21266767 ... -0.30106145  0.63664055
   0.4205879 ]
 [-0.24773389  0.15563968  0.03171598 ...  0.23217401  0.22644965
   0.14676842]
 [ 0.06061881 -0.08492455  0.11253693 ...  0.08522708  0.22150539
   0.12525834]]","Колонка с хорошим звуком и долгим временем работы, но громоздкая, с маленькими кнопками и без глубоких басов."
59,"[[ 0.18296483  0.13616784  0.01310659 ...  0.04890405  0.26551452
   0.03590367]
 [ 0.12516548  0.11192402  0.07422785 ... -0.13664274  0.36462072
  -0.05424098]
 [-0.21115546  0.20834617 -0.24313372 ...  0.10489464  0.39912376
   0.41140604]
 [ 0.00053108  0.293535    0.08461652 ... -0.06857852  0.08550644
   0.04341561]
 [ 0.07899835  0.1253123  -0.0101172  ... -0.20926781  0.11440051
  -0.12864538]]","Сковорода с хорошим покрытием и удобной ручкой, но тяжёлая и пачкается."
60,"[[ 0.0928127  -0.04025163 -0.11073673 ...  0.5358198   0.35637993
   0.02113223]
 [ 0.19179031  0.18284239 -0.07798268 ...  0.04970496  0.04583915
   0.27012753]
 [-0.14897564  0.0230019   0.05290455 ... -0.31477833  0.6050715
   0.32375187]
 [ 0.11753206  0.1329903  -0.00996275 ... -0.02176941  0.38495794
   0.15767604]
 [-0.02640419  0.38947108  0.04384765 ... -0.07733554  0.01360746
   0.04518224]]","Чайник кипятит быстро, но шумный и неудобен в использовании."
61,"[[ 0.21252576  0.14906664 -0.00118603 ... -0.00244314  0.22948553
   0.20504795]
 [ 0.14515683 -0.18947111 -0.0059877  ... -0.05160586  0.3563178
  -0.00113141]
 [-0.12985289  0.10106406 -0.08618958 ... -0.00879509  0.38962957
   0.06505848]
 [-0.13883896  0.08803783 -0.17256926 ... -0.36260548  0.35561913
   0.30759132]
 [-0.05841872  0.05602252  0.16968492 ... -0.30887267  0.46956354
   0.25308397]]","Швейная машинка хороша для новичков, но слабая для профессионалов и имеет несколько конструктивных недочетов."
62,"[[ 0.15323487  0.11070295  0.11198367 ...  0.2052621   0.27219048
   0.05830232]
 [-0.07613401  0.04473923 -0.05197125 ... -0.4846065   0.5418343
   0.22735219]
 [-0.14947537  0.01085573  0.11855529 ...  0.21589804  0.3762077
   0.20477049]
 [ 0.21801828 -0.04751219 -0.14242071 ... -0.23582819  0.06374408
   0.15145732]
 [ 0.1393314   0.075522   -0.06645202 ... -0.04483894  0.2231588
   0.09597801]]","Пельменница удобная, но занимает много места и не подходит для небольших кухонь."
63,"[[-0.1274751   0.11485011 -0.01225752 ... -0.24195687  0.35540873
   0.14661175]
 [-0.16261443 -0.06993835  0.15309323 ...  0.14395988  0.44240507
   0.1296027 ]
 [ 0.25490037  0.10442811  0.03179142 ... -0.16550805  0.13159372
  -0.05083179]
 [ 0.01604705  0.07097422 -0.03664718 ... -0.11767717  0.19414173
   0.03044876]
 [-0.1620449   0.1885573   0.17159279 ... -0.07580952  0.44072217
   0.16205151]]","Маска для лица делает кожу мягкой и свежей, но стягивает и вызывает покраснение."
64,"[[-0.17272687 -0.33697754 -0.19114752 ...  0.37574837  0.48520336
  -0.12222304]
 [-0.12391253 -0.03615777  0.03829886 ... -0.29098937  0.34028456
  -0.07187892]
 [-0.17971964 -0.23543213 -0.00294603 ...  0.33803377  0.27046645
  -0.02572017]
 [-0.03724491  0.10572835 -0.13009602 ... -0.2925599   0.27783144
   0.03523529]
 [ 0.311867    0.17125617 -0.00242849 ...  0.01785422 -0.14150098
   0.24477664]]","Кофеварка с отличным вкусом кофе, но капсулы дорогие и требуется частая чистка."
65,"[[-0.20820847 -0.01984775  0.19807619 ... -0.02768214  0.38918084
   0.06149459]
 [ 0.06712329  0.06139686  0.11610579 ...  0.06577061  0.21560809
   0.01339692]
 [-0.05368296  0.00287739  0.17501876 ... -0.11345811  0.18088745
   0.04370783]
 [-0.10205231  0.02629147  0.06200535 ... -0.29036075  0.33402917
   0.11305799]
 [-0.03391729  0.31525457 -0.28833425 ... -0.29005805  0.30930978
  -0.07416405]]","Шампунь хорошо очищает и придаёт блеск, но сушит кожу головы и теряет эффект через день."
66,"[[-0.01179709 -0.06672468  0.16231222 ...  0.07550588  0.21262264
   0.05293182]
 [-0.03023811  0.17297108  0.06751969 ... -0.23586348  0.35391665
   0.16890839]
 [ 0.0430069   0.30325666 -0.02410302 ... -0.24097538  0.16805384
   0.08985693]
 [ 0.04731735  0.04072566  0.02853149 ...  0.02725295  0.2747722
   0.10892721]
 [-0.22142504  0.31372342  0.07039305 ... -0.37136078 -0.25535405
   0.17668684]]","Фен удобный и компактный, но шумный и недостаточно мощный для густых волос."
67,"[[-0.03688182  0.06592365 -0.09070032 ...  0.46377736  0.45974165
   0.08785398]
 [ 0.04130483  0.0336236   0.09510469 ...  0.04903667  0.24661723
   0.19465077]
 [ 0.08016711 -0.09136995 -0.08131567 ... -0.16566518  0.33292785
   0.13580346]
 [-0.02935652  0.22907446  0.2826452  ...  0.00898909  0.32787475
   0.31246832]
 [-0.04344687  0.21958385 -0.057803   ... -0.1840202   0.16744682
   0.18842681]]","Чайник быстро кипятит воду и имеет красивый дизайн, но шумит и легко царапается."
68,"[[ 0.05445397  0.15278995 -0.09944342 ... -0.01365599  0.00747703
   0.00717294]
 [ 0.1684593   0.09996304  0.0526722  ...  0.01824569  0.32183188
   0.2855267 ]
 [-0.3405844  -0.08504682  0.12217035 ...  0.01795824  0.1306104
  -0.0324007 ]
 [ 0.08682518  0.16197315  0.14366291 ...  0.04732851  0.2951386
   0.03300599]
 [ 0.15171677  0.04136743 -0.10923237 ... -0.25359097  0.27146056
   0.19993983]]","Микроволновка тихая и с множеством режимов, но управление сложное и кнопки могут залипать."
69,"[[-0.09226351  0.3383714   0.22230296 ...  0.25468808  0.12206401
   0.23371597]
 [-0.12837599  0.16903676  0.02216985 ...  0.00257853  0.29899213
   0.0797701 ]
 [-0.0983611   0.3362589   0.1896093  ...  0.20552753  0.20995201
   0.07287724]
 [ 0.03992158  0.11187696  0.12007916 ...  0.0508375   0.2429483
   0.16484527]
 [-0.06926013  0.03730244 -0.08099168 ... -0.05054967  0.15461828
  -0.05159048]]","Пылесос лёгкий и тихий, но с маленьким мешком и часто забивающимся фильтром."
70,"[[-2.5410792e-01  6.1523670e-01  9.2624612e-02 ... -7.4008912e-02
  -1.1149633e-01 -5.9774701e-02]
 [-1.8104533e-02  2.9337797e-02 -9.2904143e-02 ... -2.0795925e-01
   1.6326331e-02 -2.3852108e-02]
 [-2.1307075e-02  1.2856836e-02 -4.4677686e-04 ...  4.4614363e-02
   2.3356588e-01  1.9355558e-02]
 [ 2.2390062e-02  2.9495814e-01 -2.7612507e-02 ... -1.4499490e-01
   2.6227241e-02  1.3808538e-01]
 [-1.1069625e-01 -2.5808263e-01 -1.3541294e-02 ...  1.3547343e-01
   4.2082429e-01  1.4886993e-01]]","Смартфон с ярким экраном и отличной камерой, но быстро разряжается и нагревается при нагрузке."
71,"[[-0.14124788  0.51295197  0.04803794 ... -0.21190122  0.16627981
  -0.21177618]
 [-0.01875192  0.33145466 -0.04976885 ... -0.07703731  0.15676342
   0.17450029]
 [-0.07376704 -0.09454206  0.07218153 ...  0.21226817  0.09761447
   0.05742   ]
 [-0.04932005  0.01036957  0.18731934 ... -0.11036751  0.27313915
   0.05264177]
 [-0.08083468 -0.25536743 -0.07514219 ...  0.2629537   0.1996299
   0.05363215]]","Ноутбук подходит для офисной работы, но быстро разряжается и нагревается при нагрузке."
72,"[[ 0.12009184  0.0067229  -0.04716161 ...  0.2121303   0.23453668
   0.09915199]
 [ 0.04865851 -0.03417315 -0.0577641  ...  0.10285722  0.25825083
   0.10360008]
 [ 0.02975473 -0.04715017  0.00723936 ...  0.18198971  0.4438233
   0.08919598]
 [ 0.06357901 -0.23244292  0.02581926 ...  0.17043766  0.3151631
  -0.0852179 ]
 [-0.2426528   0.72131026 -0.05794702 ... -0.3531054   0.03824913
  -0.01643128]]","Наушники с хорошим звуком и шумоизоляцией, но слабыми микрофоном и батареей."
73,"[[ 0.14034279  0.20946865 -0.04406731 ... -0.18436284 -0.10171225
   0.1800624 ]
 [-0.16130045  0.17644438  0.03094049 ...  0.2667511   0.03931728
   0.06922822]
 [-0.44886824  0.02447217 -0.11858004 ...  0.17624398  0.21086636
   0.0499888 ]
 [-0.2486201   0.64485914 -0.03124958 ... -0.2744428   0.2779943
  -0.0090862 ]
 [-0.08705045 -0.17214683 -0.11078422 ...  0.41839832  0.27829146
  -0.05024105]]","Фитнес-браслет с точным шагомером и долгим зарядом, но с плохо видимым экраном на солнце."
74,"[[ 0.07267374 -0.16748652  0.31524357 ...  0.37720034  0.32598707
  -0.04656659]
 [ 0.08500893  0.11157817  0.05442709 ... -0.22624224  0.04380435
  -0.03843381]
 [ 0.0711199   0.08574375  0.342337   ...  0.15918215  0.32406744
   0.00583856]
 [ 0.26771668  0.01890178 -0.08846089 ... -0.15894476  0.14393413
   0.13266852]
 [-0.21382342  0.00837933  0.03487918 ...  0.25345936  0.1293826
   0.11153638]]","Посудомоечная машина экономит воду и хорошо моет, но шумит и долго работает."
75,"[[-0.33272392 -0.0034492  -0.01669819 ...  0.06207199  0.6171385
   0.17217098]
 [-0.23552926  0.31694105 -0.04577112 ... -0.31438467  0.30861852
   0.09268609]
 [-0.28078905  0.19910379 -0.06475437 ... -0.01395235  0.20089355
   0.28605056]
 [-0.310169    0.0409417   0.01051501 ... -0.5110619   0.4469632
   0.05357457]
 [ 0.18205239 -0.11081179  0.01666668 ...  0.19957665  0.2824353
  -0.12084893]]","Электрическая зубная щётка с долгим зарядом и эффективной чисткой, но с дорогими насадками."
76,"[[-0.06859543  0.01249931  0.02459461 ...  0.05228778  0.2232908
   0.17150769]
 [ 0.12791118 -0.03317974  0.22764465 ... -0.03857381  0.27526635
  -0.0128282 ]
 [ 0.08758365 -0.06333071 -0.03291281 ... -0.26336923  0.33653775
   0.14930879]
 [-0.0004964  -0.07461396  0.23790738 ...  0.11684164  0.3373061
   0.06187177]
 [-0.00612269  0.0370538   0.09541319 ...  0.15393853  0.37191284
   0.06851385]]","Робот-пылесос хорошо убирает и долго работает, но не достаёт до углов и требует частой чистки."
